restaurant,comment
Green China Grill,"Thank you Daniel, we have updated our menu recently and added some new items like beef hot pot，lamb hot pot, vegetarian hot pot, and seafood hot pot to our menu, we welcome you back to our restaurant again!"
Green China Grill,"A new Chinese restaurant in convoy that has some of the best hand-pulled noodles I've had so far! My friend and I came on a Sunday night and we were immediately seated.At first when walking in, I was skeptical of the lime green walls and chairs. However, once seeing the menu and the food, I really enjoyed my experience at the restaurant. The interior is very new and clean, and you can see the chef pulling noodles in the back. I ordered the green spinach noodle soup with beef and I really enjoyed the flavor of the broth! It was super rich in a meaty flavor and the noodles were super chewy. The spinach noodles also looked very appealing! I also ordered the beef skewers and they had a great, smokey aroma with a lot of spices. I enjoyed the beef pancake the most; it had a soft, flakey skin and slow cooked meat. Overall a great addition to the Chinese food scene in San Diego! Definitely check it out if you're craving a warm bowl of soup and noodles."
Green China Grill,"I came in here without any previous impressions having done no research beforehand. Those are probably the best experiences because the beau and I were able to freely judge the food without receiving any outside opinion from Yelp. Afterward, I was surprised by the rating on here because we seemed to have experienced the A-team on the random Monday night we went. When the beau and I walked in here, someone immediately noticed us and we were seated right away. We didn't have to look over the menu for too long as there wasn't too much available. We had two groups of options: skewers or noodles (only two of which were soup). We opted for the grilled lamb skewers, grilled chicken kebabs, and noodles with braised beef brisket. Their menu contained pictures of all their dinner entrees so ordering was easy. The label tape with the English names for the dishes was a bit ghetto though and there was some inconsistencies between individual menu's on the proper translations for words. It took us some time to grasp that mutton was also lamb in layman terms. Needless to say, our food was delicious!-Grilled Lamb Skewers - Any gamy flavor and smell was masked by the spicyness, but the meat was super tender and juicy. I was dying from the heat, but the beau was OK with it. Still excellent!-Grilled Chicken Kebabs - Very tender, juicy, and seasoned well. I believe it was seasoned with cumin which was definitely a prominent flavor. Easily very enjoyable. -Braised Beef Brisket soup - the largest and featured item on the small menu. Broth was tasty and not overly oily. But the noodles! You'll notice they want to make a big deal out of their noodles since they provide complete transparency into the noodle making process. We watched the lady prepping our noodles through the glass observation window before our bowl was brought to our table. Since their noodles are freshly prepared before being served, it does take a little longer for the food to arrive, but when it does... you'll be in heaven! Noodles were doughy and not necessarily tasteless. The soup, beef, and other ingredients definitely complement the noodles well. Plus, the bowl is huge and they don't skimp on the noodles, so portions for the price are spot on. Definitely the dish that stood out the most! But makes sense.Service was on par; our drinks were filled and the waitress made her rounds although it was hard to get her attention for the check. As a note, parking wasn't too terrible on a Monday night, but other nights on Convoy are worse, but expected. Just watch out for idiots.I leave this restaurant with a four because while their food was enjoyable, I echo the same sentiments of others regarding their limited menu. The small menu made ordering simple, but I hope they expand upon it to keep customers interested. I'll certainly be on the lookout for any additions especially for the soups and skewers."
Green China Grill,"First of all this place has the best service among almost all Chinese restaurants in the convoy area. They (most of the waiters/waitresses)  take your orders with smile and make small communications when serving the food (eg, tell you the name of the dish, remind you of hot plates) and greet you when you leave, which are all pretty standard service you would expect to receive at a restaurant but is surprisingly not seen at quite a few of Chinese restaurants (like China Max in the same plaza or Szechuan Chef in a plaza across Balboa). I would usually go back to a restaurant just because of the service. Plus the food here is quite good too. Especially like their cold dish cucumber and shredded potato, and the noodles taste good too. Although it would be better if they could add more vegetable to the noodle soup. The price is ok although a little more expensive than some ramen place like Nishiki. Here an order of noodle soup is ~$11-12, while at Nishiki a ramen order is typically below 10."
Green China Grill,"So the food here is delicious but I had a very strange experience where we nearly forgot to leave a tip and one of the workers very loudly and very aggressively asked us if we would leave a tip. She quite literally blocked our exit and spoke loudly enough to have the entire restaurant turn to look at us.I know tips are super important and I ALWAYS tip 20%, plus our server was very nice (YES THE WOMAN WHO BODYBLOCKED OUR EXIT WASN'T EVEN OUR SERVER) so that was a wild rude experience. I'm fine with her asking for a tip, but she had done it so unprofessionally, I was winded.100% if she had been our server, that exchange would've had me giving her ZERO tip for the first time in my life."
Green China Grill,The Lanzhou noodles and appetizers were surprisingly tasty as I didn't have high expectations going in. Service was a tad bit slow but I would go again to try other items off their menu. We wanted to leave as we saw a line forming outside the restaurant but it took them a good 10 minutes before they gave me back my credit card copy to sign after I handed them my card. The noodles were nice and chewy but the handmade spinach noodle did not have much spinach flavor which was a little disappointing.
Green China Grill,"Some friend's invited me to come try this place. 1st of all...parking is tight. Had to park off the street and hoof it over. As you walk in, you already get a whiff of several spices in the room. We ordered a few skewers of chicken, beef and shrimp. All very tasty and spiced just right. I have a palette for spicy food. Wished it was a bit more spicy. Ordered the braised beef noodle soup and it was very delicious. It had a numbing feel to it. Seriously! Overall, a great place for fresh noodles. They make it right there and u can watch! Thumbs up for sure!"
Green China Grill,Their menu is very small! Mainly skewers and only a handful of noodles dishes. So keep that in mind if you come here!I  got their braised beef noodle soup which was quite tasty. I came here with two friends and we got the braised beef noodle soup and a vegetable stir fry noodle.We came on a Wednesday night and for dinner the place was full. The staff here only really speak Chinese and not much English so almost all of the diners here were also Chinese. Thank goodness their menu had photos!My noodle soup which is their main selling item was pretty good! I liked that the noodle was hand pulled and for $8.99 the bowl was very big. The stir fried vegetable noodles had no meat and was also $8.99 and it wasn't great but just ok. For the noodle soup I would give a 4 stars but the overall experience was a 3 star.The wait time for everything was long and service was definitely not on point. We waited a long time for our check so I got up to ask for our check and it still never came. So my table mates and I just got up and paid at the cash register. Also the noodle was pretty good but the menu is  very limited and the other items didn't seem to wow us. Overall this place was ok :)
Green China Grill,"My favorite lamb skewers ever in San Diego. But I refuse to buy them because they are priced at $7+ For TINY skewers. If you want to get full off of those, you'll need to win a small lottery. Beef noodle soup: hit or miss. But miss most of the time. The broth color isn't right and tastes like it's diluted. I like my broth hearty so I did not enjoy this dish at all. They've gotten more popular, and they've increased their prices. But it's not worth it anymore and I don't think I'll be coming back any time soon."
Green China Grill,"We loved this place! The food is delicious, fresh and prepared with a lot of care. They have an open and very clean kitchen, and you can see a women making fresh noodles, really cool!I had the meat and sour cabbage noodle soup, delicious! We also had the cold chicken with cumin, it reminded me of wings, but much more flavorful and is not fried.A plus, their bathrooms were super clean and spotless. Friendly and very helpful staff."
Green China Grill,"Restaurant has a lot of potentials, but there are some areas to improve on. First of all a lot of items on their menus are only available for dinner. I think they should post some clear menu outside or something. They posted really nice looking food pictures outside but they do no match with what they have. I didn't like seating down and finding out there are only two noodle choices avail able to order.Their beef noodle soup is superb. Although I do find the content and quality varies per visit. Sometimes it's more spicier, more noodles, or varies between meat and tendons. I hope they settle down on a good standard soonThe lotus root in their cold dish selection is what kept me wanting to come back. It's the most delicious cold dish ever. But on my last visit it become really spicy and I was disappointedGreat service and clean environment. But they need to offer more"
Green China Grill,"I order Xinjiang Spicy Chicken Noodle last night. The noodle is great and chewy, the dish also tastes delicious. I also ordered Sliced Mantou, (should be this name haha) I haven't eaten steamed bun for a long time, I love it!BUT! It's very difficult to park here, this plaza is very busy."
Green China Grill,"Thank you, Cynthia, we have updated our menu, wish you can come and try again."
Green China Grill,"I'd have to come back again for the beef noodles, since I didn't get to eat the beef and only had their seafood stir fried noodles, which was just mediocre and a bit too oily. The noodles, though, was al dente, which was at least appreciated.Coming for lunch was not a good idea. They have minimal selections on their menu, which is mostly for dinner only."
Green China Grill,"The idea of a noodle place with simple menu sounds like a good idea. But there are a few things in my opinion that the place needs to improve on. The first is in the soup. Soup is salty and possibly contain msg as my mouth numbs after two spoon of soup. The second is in the appearence. The bowl is a bit too big for the amount of content. Aside from noodle, meat and soup there was three slices of squash and green onion for garnish. Third is in the noodle. Noodle looks machine made but I am ok with that. It does bother me a bit that the noodles were the same in soup or fried noodle dish.Some positives, staff is friendly and responsive. Atmosphere is overall positive with clean floors and new utensils. Beef in the beef noodle was excellent."
Green China Grill,Tried their new dish called 黄焖鸡. Very disgusting！It tastes like tofu texture，not chicken. And I don't know if they fried the chicken because they meat is not fresh. Very awful texture.Chicken is very easy to cook to be delicious. I don't think the restarant can put this quality dish on their menu to sell for $$$won't come back again
Green China Grill,"The service was pretty bad. Half time eating, the other half waiting:       We sat down for 5 mins and then menus and tea were dropped off at our desk. We didn't order at the first time the Waitress asked, so we had to wait for another 10 mins to order. Nobody checked on us during the 10 mins wait, our meal, or after the meals. The menu is limited and the food is average:I tried the beef noodle soup and the veggies chow mein with fried egg. Both were freshly cooked.It's a family friendly restaurant with great eating atmosphere. A lot of parents bring their kids (under 10 yr old). There's a chef making fresh lanzhou noodles in the kitchen/behind the window."
Green China Grill,"Amazing. That's all you need to know, but I'll tell you more. The cold bar is filled with delicious delicacies from pickled seaweed to pickled tripe (it's all delicious)We had the beef noodle soup with the beef brisket, and I could not eat it fast enough. So good. The handmade noodles were amazing and the broth/meat were enough to fill me up without the noodles, let alone how delicious they were."
Green China Grill,"This place has the most authentic Shanxi style cuisine around the area. The special feature here is the see-though kitchen which you can see noodles are hand-pulled by a chef right in front of you. Personally, the Noodles and Grills here are better than Shanxi Magic Kitchen.My recommendations:1. Beef & Sour Cabbage Noodle Soup2. Spicy Hot Oil Sliced Noodle3. Sour Cabbage Beef Pancake4. Grilled Lamb 5. Grilled Sliced MantouThe only downside here is there is no selections of dishes, such as veggies, fried courses. This place is all about noodles, grills, and dumplings. And for many Chinese people, it's a place for a quick meal, not a dining place."
Green China Grill,"Definitely not a traditional Chinese restaurant, some very interesting soups with homemade noodles. They Also have skewers, buns, and some Fried rice and noodle dishes among other things. The beef soup was very tasty and was very reminiscent of Vietnamese pho, but without as many of the vegetables and sprouts, etc., but very tasty.  The Homemade noodles have a very nice texture And flavor.     All in all it was a great first experience here with some very fun dishes that were quite enjoyable."
Green China Grill,Thank you! Our all noodles are all freshly hand made and all species imported from China!
Green China Grill,"It was very good. The noodles are made fresh, right on site, and the service was quick too. Large portions and we had to go are some home."
Green China Grill,"This is some of the worst food I have ever eaten. I wish I could give it zero stars. I came here right after they had opened their business a few years ago and remember liking their beef noodle soup a lot, so I finally came back again. What a big mistake. Ordered the ""Cumin Beef Fried Noodles"" and ""Beef Sirloin Noodle Soup"". The noodle soup came out first. I couldn't believe my eyes...only 4 really thin, small pieces of beef. Can anyone say stingy? Tasted the broth and thought ""thank god, at least the broth isn't terrible"". But when I started eating the tiny portion of ""hand made"" (hard to believe) noodles, I realized that this isn't the same soup I ate almost 3 years ago. You can buy better noodles in a plastic package at the Chinese grocery store. No taste, lukewarm (like the soup itself) and a rubbery texture. I was hoping the ""Cumin Beef Fried Noodles"" would save the day...but no. I honestly don't know which was worse, this dish or the beef noodle soup. This tiny dish (think half of a ""normal"" Chinese food portion, which is usually quite generous) came out lukewarm, like it was just taken out of a microwave and let sit there for 5 minutes before being served. They were stingy on the beef *again*...only maybe 7-10 tiny pieces which tasted like cardboard, very small portion of noodles, mostly cabbage. The entire dish was drenched in oil. The noodles tasted and felt like rubber. Like I am chewing on badly cooked calamari that has turned into rubber. And the taste? Worse than panda express. No flavor, cold beef. No wonder I barely ever see anyone in this place, while nearby restaurants have lines in front of them. Now I know why. Do yourself a favor and avoid at all cost. You pay $11 each for dishes that suck and portion sizes that should cost $6-7 each at most."
Green China Grill,"Hi, we are so sorry for that unpleasant experience, we have made some changes to our menu and dishes. wish you can come and try again!"
Green China Grill,"I had a good experience here at Green China Grill. Their menu is small but we enjoyed the three dishes that we ordered. I highly recommend trying their sliced noodle soups. We ordered the signature one with the slices of beef. Sliced noodles are my favorite because they're always homemade and I love the texture of those noodles :). We also ordered the beef pancakes. Loved that dish! I'm not a fan of sour cabbage so I ordered the one without. We also got a beef skewer that was tasty. Just a warning though, it's spicy!"
Green China Grill,Love this place. Especially their spicy sauce. Very clean place and also good taste. Is very good place for friend to hang out.
Green China Grill,Thank you Fangting!
Green China Grill,"The food was top-notch, with none of the usual accompanying atmosphere of a nearby pretentious restaurant (I'm looking at you, China Max).  It was a refreshing change of pace, for us to try new food with a reasonable price."
Green China Grill,"Thank you, Richard!"
Green China Grill,Well let me start of by saying this was my second time here and I would say it was not that busy . It took awhile for me to find parking even though it was a Monday . Of Course it's Convoy St . Allways hard to find parking !! Pretty much full all the time . This Restaurant is located near China Maxx Restaurant !! And the Parking can get Full pretty Quick . Well we finally found a Spot and Parked . So we head in and get seated . Now we place our order . And what can I say !! We ordered the Xinjiang Spicy Chicken Noodles !! Boy oh Boy !! The Plate was Huge !! It can feed the Entire Family !! Good Portions !! Next we order the four piece chicken skewers !! Boy oh boy it was on point !!! So Good !! Yum Yum !! It was perfectly Seasoned !! Last we ordered the Beef Lamb Soup this was ok but there is much better Beef lamb soup at other places . This one tasted ok not to much flavor and small bits of Noodles in soup with skinny noodles mix in . The service was ok and I would say good food but of course parking is Allways a problem . So just hang tight and a space will open . Overall I shall return and enjoy again .
Green China Grill,Love this place. Freshly made noodles were so good. Chicken skews were also tasty and full of flavors. Clean and simple decor.  I strongly recommend this place.
Green China Grill,Very nice picture! Thank you!
Green China Grill,"Very friendly and informative staff.  They only had the beef noodle soup and the clear noodle soup. Clear soup was very tasty, wished they put more then one slice of Daikon in it though :-(.  The beef noodle soup did not have as much spices as the clear soup, but was still delicious.They have improved since grand opening back in Dec. 2015!  Still love their spinach green Noodle and the spicy beef Noodle soup.  Will add pan fried Chinese bread and lamb skewers as our regular"
Green China Grill,"My parents and I were starving.  Everywhere we went, there were long lines waiting so we decided to try this place out. From the outside look, the place was busy but clean.We ordered cold dishes for appetizer including ox tripe, seaweed and cucumber. We also ordered noodle with beef, spinach noodle and chicken skewers. The food came in big portion. The hand pulled noodle was made right in front of you. The noodle itself was good, soft but not mushy. I actually like the spinach noodle. I have to give this place a 2/5 because everything was full with MSG, especially the cold dishes and the broth. I haven't had any food with so much MSG that my mouth and throat felt nasty afterward. Friendly and quick service but the MSG killed it! Bottomline, I don't recommend this place and wouldn't come back!"
Green China Grill,"My parents and I were starving.  Everywhere we went, there were long lines waiting so we decided to try this place out. From the outside look, the place was busy but clean.We ordered cold dishes for appetizer including ox tripe, seaweed and cucumber. We also ordered noodle with beef, spinach noodle and chicken skewers. The food came in big portion. The hand pulled noodle was made right in front of you. The noodle itself was really good. I had to give this place a 2/5 because everything was full with MSG, especially the cold dishes and the broth. I haven't had any food with so much MSG that my mouth and throat felt nasty afterward. Friendly and quick service but the MSG killed it! Bottomline, I don't recommend this place and wouldn't come back!"
Green China Grill,"Absolutely adore the food at GCG. They serve the most comforting and delicious hand-pulled noodles in San Diego. When we don't know where to eat, Green China Grill is always a go-to.Food: 5. I get their beef noodle soup with sour vegetables, the cold dishes (ESP the spicy thinly sliced potatoes), and the skewers. Everything is always so tasty and consistent. Their spicy sauce that's on each table is deadly, so beware.Service: 3.5. Service is quick and nice, just about what you would expect from a Chinese restaurant. There is almost always no wait for a seat, too, which is always a plus.Atmosphere: 4. They have cute green walls and furniture. It would be nice if they had AC, but it's not really uncomfortably hot when I go, so no biggie."
Green China Grill,There is nowhere else in SD to get Lanzhou La Mian (it's like ramen). This place is SUPER authentic! I love the broth and the fact they handmade the noodles. Portion size is also very generous. Get the original noodles the beef noodle is also good though. Another added bonus is there is chinese style BBQ skewers it's a little pricey but good to know it is available when you really crave it.
Green China Grill,"Thank you Cici, we have updated our menu and added some hot pot, welcome you come again!"
Green China Grill,"Their side dishes, sour cabbage beef wrap, and hot oil hand-pulled noodles are the best. The hot oil hand-pulled noodles are thicker and chewier compared to the ones in the beef noodle soup!"
Green China Grill,"Thank you, Elli!"
Green China Grill,"If you are craving al dente, handmade, freshly made noodles, this is a great spot! Definitely try both the hand pulled and the knife cut noodles. Besides the amazing noodles, the soup flavors are nothing to write home about. The sautéed knife cut noodles do have great flavor though! We also enjoy the small side dishes-the bamboo, wood ear (spicy!) and seaweed. Another plus is that there is usually no wait and it is clean/family friendly."
Green China Grill,"The braised beef noodle soup here is a must. By itself, and adding chili sauce is also a great way to eat it (if you don't mind the spice). For beef noodle soup, which is a standard traditional dish, this is my favorite place in the area. The lamb skewers are good, too.  If you're planning on coming, just be aware of the inconsistent hours. They're closed on Tuesdays and the hours on Yelp and Google aren't the same."
Green China Grill,"Hi, we have renewed our menu hours recently! Sorry for the inconvenience, the Google menu hour is all correct now!"
Green China Grill,This is a pretty easy review.   If you like noodles this place is phenomenal. I ordered the beef brisket hand pulled noodles. The quality of the brisket was just OK. The portion of the brisket was meager. The restaurant is clean and the service was good. If they could bump up their meat quality and quantity this place would be ideal.
Green China Grill,"Hi, we are always improving, wish you can come again!"
Green China Grill,"Sorry, I wanted to like this more b/c the noodles are supposed to be homemade, hand cut, and I couldn't tell.  That's what I ordered with the beef in soup, but I wasn't impressed.  Even worse my friend ordered the garlic noodles that were not handmade/handpulled and they were much better!  (Her noodles came with shrimp)."
Green China Grill,I love hand-pull noodles from the northwestern of China!!! Growing up I had a lot... so I am very happy there is such a place for me to get them in SD!
Green China Grill,"I was really happy to eat. After I saw the face, I felt what it was like to lie. The amount of braised beef noodles and the gap in the photo were great, and there was no taste at all. It was not authentic at all, and there was a big splash. After seeing it, it was speechless and even one-third of it was not there. We didn't have enough of it. It's enough to buy it once."
Green China Grill,"Green China Grill produces fairly authentic ""Lanzhou"" noodles. Note that this doesn't mean their noodles are amazing, but that's generally true of eating noodles in China as well. They do the job, and they do it pretty well. And thankfully, and most importantly, they do it for a decent price. Because the name of the game when it comes to authentic noodles is cheap.I ordered the sirloin beef noodles soup (which, as other reviewers have noted, may be the only variety of beef despite what the menu says), and it was everything I was expecting. Nothing more, and nothing less. It even had that MSG tingle, which people need to understand is part of the authentic experience. (Sucks to all the MSG haters out there!)The beef skewers are more immediately notable and complement well what would be a traditionally drunken meal in China, namely, something that fills you up without breaking the bank.Summary: Decent noodles for not that much green."
Green China Grill,"Clean, cozy dining environment. Food is very authentic, especially the beef noodle soup and lamb skewers. Highly recommended to anyone who's looking to try authentic Chinese noodle soup."
Green China Grill,"Behold!...Noodle heaven. Spicy, beefy, spinachy, cut-with-scissors-or-you'll-get-bathed-in-juice NOOOOOOODDDDLLLLLEEESZZSSSS!We were the only Americans in the place. Great viewing room of the important noodle-making action. A very intimate experience!Restaurant decorated like the inside of a delightful melon. A ripe one."
Green China Grill,"This is one of my favorite places to get beef noodle soup in San Diego. The portion is large and it tastes delicious. The side dishes are also amazing. It reminds me of the food I have in Asia. It can be busy in the weekends at prime dinner time, so you don't want to wait you will have to come a bit earlier or later than usual dinner time. The only downside is parking in this plaza is always a nightmare."
Green China Grill,"They have a rather small menu, so you don't have too many choices.  I loved the texture of their handmade noodles and you can watch them being made from a little window inside. My friends and I tried the vegetable noodles (which said fried rice in the description but were clearly noodles from the pictures), the green soup noodle and the beef noodle soup.The broth for the soup noodles were just ok ... a bit too much MSG for my taste.  There's also cold dishes you can get from the counter. I personally loved the tofu noodles- flavor was awesome! Overall, its just ok here ... not bad, not great.  The only thing I really loved were the tofu noodles but that's probably not enough for me to come back."
Green China Grill,"Dude, this place is legit. Great flavors, good amounts of heat, $4 beers, and super fresh noodles. The only gripe I've got is the service is a little slow, but maybe I just need to be more aggressive in this part of town so I won't hold it against them. I don't quite remember the names of the dishes we had, but we started with a trip of spicy, cold snacks, including tofu & mushrooms. Good textures, quite spicy! Then we the got spicy cut noodles & the sirloin soup. If i was just getting the soup on it's own, i would have been a little disappointed, flavor-wise, but it was a great way to cut the very strong flavors and spiciness from our other dishes, which were all very POW!"
Green China Grill,"excellent hand pulled noodles, will be coming here over and over again, I can't get enough of the beef scallion pancake and the pocket meat sandwich too. ABSOLUTELY PERFECT."
Green China Grill,"This place is garishly green, but I suppose if you're just going for food and not atmosphere it would be fine. They keep a very clean kitchen and it's fascinating to watch them pull the noodles. I wouldn't recommend getting the small dishes as they're all around mediocre and the ma-la numbing sensation really detracts from the taste of the noodles. Speaking of which, they're amazing. This place does one thing right, and that's the knife cut noodles. Tender and just the right amount of chewy, they're the best I've tasted and I've traveled a lot of SE Asia. The green noodles are a bit too soft for my taste but they're decent.I wish they had more options on the menu. Every single page had something that was out of stock, like the liangpi noodles that looked amazing. There's a lot of room for improvement, but if you're looking for a place to get bomb ass hand cut noodles, you're in the right place."
Green China Grill,I would definitely give no star. The worst dishes I have ever had in US! The price is way too more expensive. I ordered beef noodles with soup and fried beef noodle. There are only 4 pieces of beef which is small and thin. The fried beef noodles tasted like rubber. And it is very oily and there is only salty taste! I had the same kind of noodles in China. That was much better. This was not authentic at all. The portions were too small to make me full. I am a tiny girl! It is very disappointing! A total waste of time and money.
Green China Grill,"Hi, Lydia, we have updated our menu and did some new improvement, we have some new items, wish you can come and try!"
Green China Grill,"Came here for lunch with a few coworkers on a Monday. Not too many people so we were able to be seated pretty easily. I ordered the popular beef noodle soup and I was not disappointed! I added a couple of spoonfuls of chili oil to mine since I love spicy, and the flavors were very rich and hearty. Perfect for a cold day or a gloomy one. We also were able to pick a few side dishes for the table, and the one that stood out the most was a pickled tofu skin dish. The only reason I put 4 instead of 5 stars is for the service. The place was less than half full and it still took awhile to get our drinks and the check."
Green China Grill,"Walked in servers didn't greet us. Then they started talking shit in Chinese because I was asking them questions ""like what is in that dish?"" Like I'm suppose to know. After that they took 30mins to make me 4beef skewers which I got it to go so they put it in a box with no skewers the dish portion looked like they only gave me 2 but since they chopped it up you can't tell but wow that wasnt $8 worth of food. Plus the meat was overcooked extra seasoning on it so super salty. Then to top it off my friend who bought the noodle dish asked for a plastic fork to go and he said ""we don't usually give out Plastic forks but I guess this time I will."" Like really??? What am I suppose to do eat it with my hand? Cheap bastards."
Green China Grill,True Lanzhou flavor! The Qingtang one is the authentic one. And have the choice of different noodles
Green China Grill,Yes.  Their soup broth is the cure to the common cold.  I wish this place was open 7 days a week because every time I have a craving it seems to be Tuesday.
Green China Grill,I ordered the brisket flat noodle soup and the egg noodle brisket soup with sirloin. There was very little meat but the noodles were delicious. I also ordered chicken and shrimp skewers. They were absolutely delicious and perfectly grilled. I was like only disappointed with the serving size of the meat in the soup for something priced at $10.99 for a  bowl of noodles... honestly how much do noodles cost? Not much that much but like most businesses making a profit is important to sustain the place. I still recommend this noodle joint. You only get 2 to 4 pieces of beef.
Green China Grill,"The soup noodle is a little bit salty, but till very tasty. The fry noodle is delicious. You can see the chef making the noodle through the window. The environment is bright and clean. Price is ok."
Green China Grill,'spoke marie phone nice patient walked number questions regarding dyi flower arrangements feel rushed able make understand number things seasonal flowers logistics specific flowers communicating marie via email details order next month im excited'
Green China Grill,"Thank you, Jared!"
Green China Grill,It's soooo yummy! I got the veggie and eggs noodles and wow I'm so excited to go back for more
Green China Grill,"The real things are so different from pictures! Although the beef noodle soup is excellent, other dishes are quite limited in portion (surprisingly small portions). I only recommend the beef noodle soup."
Green China Grill,"5 stars for delicious lamb skewers! Walked in the restaurant not knowing what to expect but immediately smelled the scent of spicy cumin lamb and knew I had to have it (even without seeing a menu).  Handmade noodles are very good also. On a recent visit a friend ordered the squid and it was overcooked. I would skip it. Regardless, happy to discover this hidden gem and will be back quite often."
Green China Grill,"Come prepared to EAT as the portions here are HUGE! Green China Grill specializes in hand pulled noodle soups, and for that, they did not disappoint. I got the pickled vegetable with beef pulled noodles and I really enjoyed it! Though if you've never had the pickled vegetables you might want to stick with the original first which is equally as tasty. If you've ever been to a Chinese banquet dinner and been served soup, you're basically getting a family sized bowl for yourself when you come for noodles, it's a lot of food but you won't regret it."
Green China Grill,"Excellent restaurant with authentic hand pull noodles!  Texture is great and you can watch them make it.  The decor is a little antiseptic, but the food is great!  We had the soup noodles which are a little thinner.  The broth is light and could use more flavor and the meat isn't as tender as it could be but it was still very good and the servings are large.  The fried noodles were even better.  This appears to be the only hand pull noodles place in San Diego.    This is the perfect place for birthdays because the noodles are like 3 feet long which according to Chinese custom is good for long life."
Green China Grill,"Great food and generous portions. The ""small size"" of their noodles seems relatively expensive for $16 on paper, but its actually huge and more than enough for 1 person. I can never finish it.  Food tastes great and the hand-pulled noodles are always fresh."
Green China Grill,Thank you!
Green China Grill,"I stopped here for lunch on a Thursday afternoon. The restaurant was pretty full. I was seated quickly. Once the waitress took my order, she informed me that only the sirloin soup and the vegetable noodles were available to order. The restaurant had been open for a couple hours already, but she explained that the other items are dinner items, which it doesn't say on the menu. I ordered the beef soup, it arrived quickly. I found the fresh noodles to be gummy, a lot of chewing. I also noticed other tables eating items that were supposed to be ""dinner"" items. I was confused, bit the waiter said she didn't speak English and couldn't answer my question on why the other diners were able to order the other items. The broth was delicious though!It took a while to get my check after asking for it 3 times I finally got up and paid at the register. I wouldn't come back again, until they figure out there lunch service problems."
Green China Grill,"I am very picky about Chinese food. The dishes have to taste good and be of good quality. I especially hate short cuts when restaurants use sauces with lots of msg in it. I am allergic and we don't need food to make us sick. So it's hard to find a place that does all that. This place ROCKS!!  Good quality jam hand made noodles, delish broth and I felt good when I left and hours afterwards. You gotta try it. A gem among lots of maybe good tasting, but bad for you restaurants!!"
Green China Grill,"My parents had been raving about this place for a while, so I finally decided to try it with them. We came here at 5:30 PM on a Friday and we were seated immediately. The service was really good, which I definitely appreciated. We got the 3 appetizer plate with tripe, cucumber, and seaweed salad. They were pretty good, but the tripe was a bit too greasy for my liking. Onto the noodles! I got the thick knife cut noodles with stewed beef (can't remember the exact name). The broth was deliciously light and flavorful, and was even better when I added vinegar and hot oil. As for the noodles, they had a nice springy texture, but I wish they were a bit chewier. The meat was alright, nothing special imo. I really enjoyed the few radish pieces that were floating around in the soup too, but there were only like 4 pieces :( Overall, this place is pretty good for a comforting bowl of noodles, but I probably wouldn't choose to come here over other restaurants in Convoy."
Green China Grill,Tasty food awesome customer service!! Love this place! My husband and I come here for their special beef noodle soup and the beef pancake all the time.
Green China Grill,"Thank you Gwen, wish you can come and try again!"
Green China Grill,"I've been coming here since opening week. Why? It's the best noodle shop in San Diego. No pre-packed dehydrated or refrigerated stuff. The noodles are tender and fresh, nothing else like it. I love the broth as well but if you aren't into herbal type of broth, it may not be your favorite. Service has never been bad for me and I can understand when other people ding them during lunch hour. But I feel that  3 stars just because of bad service is a bit harsh. It's the best noodle I've ever had!"
Green China Grill,"Good service,  everyone was very nice,  but everything we ate had only one flavor.  Cumin. The skewers were cumin flavored lamb, the brisket soup was cumin flavored and so were the noodles we ordered.Great if you are obsessed with cumin, but not my favorite."
Green China Grill,"The important point I wanted to get across first is the beef noodle soup is absolutely delicious and the service is friendly; however, I must stress on the fact that the waitresses need to be more efficient and paid more attention on the patrons.Unlike the typical northern Chinese joint where the noodle is pre-packed and frozen, the noodle here is freshly made (like of reminded me of a pizzeria) which is something I appreciate, and ""al dente"" is how I would describe the firmness of the noodle. I don't know about you, but when I head out to eat I am expecting ""taste"" and not ""health"", so the soup and the beef definitely deliver!One note for people who is interested in visiting this new place is the parking sucks, so plan your visit wisely, but it's definitely worth a try in my opinion."
Green China Grill,A good experience. The food was very good and the prices are reasonable. The place is very clean and love the color. The employees are friendly and respectful. Would definitely come back.
Green China Grill,"Decent food, skewers have great tastes & authentic, comparison to power BBQ in Alhambra. However, the selection is limited. Some of the listed on menu often not available. Pro : Nice & clean looking place        Tasty skewer        Decent waiters        Tasty noodle        Tasty cold dishesCons : Saw some cook picked his nose           Some items often not available           A little pricey for Chinese food."
Green China Grill,"Thank you Jazz, we have improved and updated our menu recently, welcome back!"
Green China Grill,"The hand pull noodle especially the green color spinach noodle is one of the best I ever have. The texture is very smooth and taste really good. It is no comparison with other machine made noodle. This restaurant is great on all the noodles only and especially the soup noodles. It tastes better than those in mainland China and Taiwan. The soup base and the beef taste good but there are too few beef pieces. It is nothing compare to the amount of beef on Vietnamese Pho noodle. However, it looks fairly healthy. The other menu items are just OK to good but the selections are few."
Green China Grill,The house noodle and beef fried noodle are my favorite. The restaurant is clean. I will come back.
Green China Grill,"Thank you, we have updated our menu recently, there are more delicacies are waiting for you!"
